"Apakah ada gen Z yang bermain quora ?","halo saya rizki, saya download quora untuk membaca berita terkini dan menghemat kuota karena di quora hanya tulisan dan gambar"
"Apakah ada gen Z yang bermain quora ?","Bro terlalu jujur😭"
"Apakah ada gen Z yang bermain quora ?","Daripada scroll ga jelas mending baca Quora bisa nambah wawasan and pengalaman"
"Apakah ada gen Z yang bermain quora ?","Bro is true🗿👍"
"Apakah ada gen Z yang bermain quora ?","Yah.., Setidaknya kuota nya berguna untuk menambah wawasan"
"Apakah ada gen Z yang bermain quora ?","Sama bang, hemat kuota, nambah ilmu pula😂"
"Apakah ada gen Z yang bermain quora ?","Saya suka argumen anda😭"
"Apakah ada gen Z yang bermain quora ?","Hai saya pengguna quora dan kita berdua adalah penghemat kuota"
"Apakah ada gen Z yang bermain quora ?","Halo Amanda! Saya May, saya juga duduk di bangku kelas 10 seperti kamu. Senang sekali bisa bertemu teman sebaya di aplikasi ini🙌"
"Apakah ada gen Z yang bermain quora ?","Marine kamu juga kerennnn"
"Apakah ada gen Z yang bermain quora ?","Wih nama kita sama , saya juga duduk di bangku kelas 10. Sepertinya kita kembar yang terpisah🤭"
"Apakah ada gen Z yang bermain quora ?","Wah, ternyata banyak juga orang orang seumuran dengan saya yang membaca di aplikasi ini"
"Apakah ada gen Z yang bermain quora ?","Hiii Amandaaa👋🏼😄."
"Apakah ada gen Z yang bermain quora ?","Masyaallah dari gaya bahasanya,menulis kamu keren Amanda, siip semangat belajar demi masa depanmu. dan demi bangsa negara membangun tingkat literasi yg tinggi di Indonesia."
"Apakah ada gen Z yang bermain quora ?","Wah banyak juga ya yang main qoura. Hampir tiap hari liat kaya gini. Apakah gen z akan menguasai qoura?"
"Apakah ada gen Z yang bermain quora ?","Jadi inget kata-kata motivasi\n\n""Beri aku 10 pemuda, maka akan ku guncang Quora"""
"Apakah ada gen Z yang bermain quora ?","Karena gen z tau quora lewat konten Instagram dan tiktok yang posting meme yang ada unsur quora, makanya pada download karena penasaran, gw download ya karena ikut ikutan hehe 😁"
"Apakah ada gen Z yang bermain quora ?","geloo. Menyalah genset.."
"Apakah ada gen Z yang bermain quora ?","Hai Amanda, kita sama sama Gen Z, i'm a 2006 person…..keep it up Amandaaa"
"Apakah ada gen Z yang bermain quora ?","Wehh, samaan dong kita, sama sama kuliah di usk lagi 🤣"
"Apakah ada gen Z yang bermain quora ?","Kelahiran 2009 sudah besar rupanya :("
"Apakah ada gen Z yang bermain quora ?","Kamu seumuran adik saya."
"Apakah ada gen Z yang bermain quora ?","Sangat bagus sekali qoura bisa memotivasikan\n\nRemaja, dikalangan remaja sangat lah jarang yang suka dengan membaca dan ingin tahu informasi dari qoura biasanya anak yang sudah remaja malah suka dengan tiktok vidio yang bisa mengurangi iq."
"Apakah ada gen Z yang bermain quora ?","Aaa keren sekalii kamu Amanda🤗"
"Apakah ada gen Z yang bermain quora ?","Salam kenal amanda"
"Apakah ada gen Z yang bermain quora ?","Keren dek, teruskan."
"Apakah ada gen Z yang bermain quora ?","Semangat…belajar.selalu demi membangun negeri"
"Apakah ada gen Z yang bermain quora ?","Wihhh keren Amanda, salam kenal😁👏🏻\n\nSaya juga mulai main Quora pas kelas 10 tpi di 2019, tapi vakum di 2021 karena mulai sibuk. Jaga semangatmu ya, semoga ilmu yg di platform ini bs nambah ilmu"
"Apakah ada gen Z yang bermain quora ?","salam kenal amanda saya juga pengguna baru😊"
"Apakah ada gen Z yang bermain quora ?","kita seumuran T-T seneng banget nemu yang seumuran, semangat yaaa Amanda"
"Apakah ada gen Z yang bermain quora ?","Salam Kenal Amanda, semoga betah di sini 😁"
"Apakah ada gen Z yang bermain quora ?","hi amanda senang sekali bertemu dengan teman sebaya kelahiran 2009\n\nsalam kenal <3"
"Apakah ada gen Z yang bermain quora ?","Hai kak Amanda, saya duduk di bangku kelas 9, kita beda setahun. Salam kenal kakk😻"
"Apakah ada gen Z yang bermain quora ?","Salam kenal dek"
"Apakah ada gen Z yang bermain quora ?","Tetap semangat saya juga Gen Z Kelahiran 2007❤️"
"Apakah ada gen Z yang bermain quora ?","Hi dek"
"Apakah ada gen Z yang bermain quora ?","hai Amanda, kita sama"" kelas 10 nih 😻😻"
"Apakah ada gen Z yang bermain quora ?","Haii manda, saya juga gen z kelas 10."
"Apakah ada gen Z yang bermain quora ?","Ternyata aku tidak sendiri"
"Apakah ada gen Z yang bermain quora ?","wah keren sekali amanda, saya juga kebetulan punya beberapa kesamaan sama kamu, duduk dibangku kelas 10 sma dan ingin menjadi pembeda antara mayoritas anak anak zaman sekarang yg terlihat tabu dg membaca, justru yg digemari malah velocity wkwkw, tetep semangat dalam berkarya dan berkontribusi secara positif yaa💪"
"Apakah ada gen Z yang bermain quora ?","Sama kak, aku juga kelahiran 2009 kelas 10 smk main quora"
"Apakah ada gen Z yang bermain quora ?","hallo 2007 is here!"
"Apakah ada gen Z yang bermain quora ?","Halo juga Amanda! Kebetulan aku juga gen z tahun 2007. Aku juga suka sama quora. Akhirnya senang ketemu sesama gen Z di quora. Salam kenal👋"
"Apakah ada gen Z yang bermain quora ?","Haloo,saya dari kelas 10 sma ,sekarang sudah 12 sma ,banyak ilmu dan relasi yang dapat dibangun!!"
"Apakah ada gen Z yang bermain quora ?","Kalo bisa jangan pacaran dulu dek"
"Apakah ada gen Z yang bermain quora ?","keren kamu amanda, semoga kamu menjadi salah satu orang bejasa untuk masyarakat👍🏿"
"Apakah ada gen Z yang bermain quora ?","Melihat dari tulisan kamu, sudah terlihat bahwa kamu menjadi bukti dampak positif dari kebiasaan membaca dan menulis, umur saya di atas kamu tapi saya merasa skill penulisan sayadi bawah kamu, tulisan saya agak belepotan, apakah skill menulis saya juga bisa terasah kalo saya mencoba aktif terus di quora walaupun saya jarang membaca"
"Apakah ada gen Z yang bermain quora ?","Ternyata ada ya anak SMA yang main dan berkontribusi di quora, halo salam saya dari kelas 11 SMA"
"Apakah ada gen Z yang bermain quora ?","Terimakasih info aplikasinya"
"Apakah ada gen Z yang bermain quora ?","Amanda kamu kerennnn"
"Apakah ada gen Z yang bermain quora ?","Saya Gen Z nyaman disini untuk bersosialisasi dan cari wawasan, sebelah terlalu berisik"
"Apakah ada gen Z yang bermain quora ?","Haloo Amanda, saya juga masih remaja. Saya kelahiran 2011, saya kurang relevan dengan media sosial lain, jadi saya memutuskan untuk bermain dan bertukar pendapat di aplikasi Quora ini. Kamu keren Amandaa, semangat terus yaa."
"Apakah ada gen Z yang bermain quora ?","Baru kali ini kebetulan tahun lahir kita sama aku cuman iseng download quora karna siapa tau aku dapat hal penting ternyata di dalam nya penuh haal luar biasa sekaligus mengerikan kalau ketemu hal atau berita sadis"
"Apakah ada gen Z yang bermain quora ?","Hai,salam kenal juga ya … 😊 kita sama sama dari kalangan gen z nih. Aku kelahiran 2007 Tetap semangat ya 👍👋"
"Apakah ada gen Z yang bermain quora ?","Wahh kita seumuran"
"Apakah ada gen Z yang bermain quora ?","halo kakakk, wah kita beda 1 tahun doang, aku 2010 😮😸, kak rekomendasiin buku novel yang ada di ipusnas dong"
"Apakah ada gen Z yang bermain quora ?","salam kenal amanda 👋🏻, saya juga gen z disini hehe"
"Apakah ada gen Z yang bermain quora ?","Semangat terus amanda, bahkan tiktok dalam tulisan yang saya baca di quora memiliki efek penurunan IQ pada otak sebab kita terpapar obesitas informasi secara instan."
"Apakah ada gen Z yang bermain quora ?","Hii Amanda!! Nice to know about you, I'm aisy👋"
"Apakah ada gen Z yang bermain quora ?","👋Hallo Amanda, saya aisyah sama saya kelahiran 2009 senang bisa bertemu teman sebaya di quora"
"Apakah ada gen Z yang bermain quora ?","Hai Amanda! Aku juga Gen Z kelahiran tahun 2012! Aku baru gabung di Quora, karena baru tahu. Biasanya, aku suka mengomentari postingan politik, pendidikan, dan attitude anak-anak gen Alpha di aplikasi Instagram. Memang sih, kebanyakan anak anak seumuran ku, masih banyak yang ga bisa membaca. Malahan, dari mereka ada yang ga bisa menemukan suatu kalimat dari sebuah paragraf. Buat semua anak muda yg gemar ber literasi semangat, ya! Karena anak-anak kayak kita udah jarang…Minat membaca aja juga mungkin ga banyak."
"Apakah ada gen Z yang bermain quora ?","Melihat calon penerus seperti ini? Seperti nya aku bisa rehat sejenak."
"Apakah ada gen Z yang bermain quora ?","hai, kak? aku syifa, anak yg satu tahun dibawah kakak. kakak dapet salam dri bumi pasundan"
"Apakah ada gen Z yang bermain quora ?","haloo aku 2009 juga nii"
"Apa bagian dari budaya masyarakat Indonesia yang tidak kamu sukai?","Tahlilan 7 Hari Pasca Kematian.\n\nSaya sering melihat ironi ini - di saat keluarga butuh waktu untuk memulihkan diri dari kesedihan, mereka malah harus sibuk mengurus jamuan untuk para tamu.\n\nCoba bayangkan. Baru saja kehilangan orang tersayang, belum sempat mengikhlaskan, eh harus mikirin masak apa buat besok. Belum lagi soal biaya. Dalam seminggu itu, berapa banyak uang yang harus dikeluarkan untuk menjamu puluhan bahkan ratusan orang?\n\nYang bikin saya makin prihatin, kadang ada tetangga yang malah ngomongin menu sajiannya. ""Masa cuma ada ini?"" atau ""Kemarin di rumah si A menunya lebih bagus."" Lho, ini acara duka cita atau festival kuliner?\n\nPadahal kalau kita telusuri, tradisi tahlilan 7 hari ini sebenarnya tidak ada dalam ajaran Islam. Ini hasil akulturasi budaya Hindu-Jawa yang percaya bahwa roh masih berkeliaran selama 7 hari setelah kematian.\n\nSaya bukannya menentang tradisi. Tapi bukankah lebih baik kalau energi dan biaya untuk tahlilan 7 hari dialihkan untuk sedekah atas nama almarhum? Atau digunakan untuk membantu keluarga yang ditinggalkan?\n\nDi beberapa daerah, sudah mulai ada perubahan. Tahlilan cukup dilakukan sehari, lalu untuk hari-hari berikutnya dialihkan jadi pengajian di masjid. Keluarga tidak perlu repot, tapi nilai spiritualnya tetap ada.\n\nYang lebih penting lagi, mengapa kita sebagai masyarakat masih memaksakan standar ""harus begini-begitu"" pada keluarga yang sedang berduka? Bukankah lebih baik energi kita dipakai untuk benar-benar membantu meringankan beban mereka?\n\nSaya rasa ini perubahan yang lebih manusiawi. Berduka itu butuh ruang. Butuh waktu. Keluarga perlu diberi kesempatan untuk benar-benar melepaskan kepergian orang tersayang, bukan malah disibukkan dengan urusan dapur.\n\nYang lebih memprihatinkan lagi, kadang ada yang sampai hutang demi mengadakan tahlilan. Padahal dalam Islam, hutang itu sangat tidak dianjurkan."
"Apa bagian dari budaya masyarakat Indonesia yang tidak kamu sukai?","yg ironis lagi, pas sakit ga mau dibawa berobat ke dokter dibiarkan sakit di rumah, tp pas meninggal dibikin 'selametan' besar besaran dengan menu yang enak enak. real terjadi di tempat saya. bukan dari keluarga mampu, cuma karena gengsi."
"Apa bagian dari budaya masyarakat Indonesia yang tidak kamu sukai?","Tahlilan/selamatan kematian termasuk bid'ah..Bid'ah itu musuhnya sunnah..Rosulullah sendiri yang mengancam para pelaku bid'ah masuk neraka..Agama Islam sudah sempurna tidak perlu di tambah tambah..Tahlilan/selamatan kematian itu bukan ibadah, karena Rosulullah, para sahabat dan imam 4 madzhab tidak mengajarkan..Dari imam 4 madzhab tidak ada yg melakukan ritual tahlilan/selamatan kematian.."
"Apa bagian dari budaya masyarakat Indonesia yang tidak kamu sukai?","Kurasa bisa dipertahankan asal diubah, yg menyiapkan makanan adalah para tamu.. Karena setahuku yg dianjurkan menyiapkan makanan adalah yg datang melayat, bukan keluarga yg berduka"
"Apa bagian dari budaya masyarakat Indonesia yang tidak kamu sukai?","Mungkin bukan tamu, tapi tetangga sekitar. Nggak harus masing-masing bawa makanan ke acara tahlilan, mungkin bisa masak bareng dengan urunan. Kalo sudah mateng baru dibawa ke tempat tahlilan."
"Apa bagian dari budaya masyarakat Indonesia yang tidak kamu sukai?","problemnya itu tahlilan hasil dari pengaruh ajaran hindu dan ini sangat dilarang oleh islam .kalau yang menyiapkan makanan adalah pelayat itu justru benar karena Rasulullah melakukan itu kepada keluarga yang ditinggal syahid jafar"
"Apa bagian dari budaya masyarakat Indonesia yang tidak kamu sukai?","Makanya, pas hari kematian, para tetangga dan orang dekat datang sambil membawa beras, yang kadang diselipi uang didalamnya. Tujuannya, agar saat menggelar tahlilan, sudah tersedia beras & uang untuk lauk pauknya"
"Apa bagian dari budaya masyarakat Indonesia yang tidak kamu sukai?","Praktek ini di beberapa daerah dilakukan. Saat meninggalnya seseorang, siangnya mereka nymbang beras, gula, kopi sampe uang. Item2 yg mereka sumbang itu dimasaklah sama si sohibul duka. Lalu dimakan rame-rame sama yg siangnya nyumbang di malemnya dalam forum bernama tahlilan itu untuk 7 hari berikutya (kalopun cukup). Ya gimana gitu, apa tujuan mereka sedekah? Barng yg disedekahinnya dimakan sendiri, si sohibul duka lebih banyak kebagian capek masaknya."
"Apa bagian dari budaya masyarakat Indonesia yang tidak kamu sukai?","Well..agak banyak sih, seperti budaya tidak tertib, korupsi, males, suka ngemis, suka nodong oleh-oleh, minta ditraktir, gak bisa lihat orang lain senang, dll tapi saya anggap semuanya minor, hanya dilakukan oleh sebagian saja lah, entah besar entah kecil.\n\nTapi yang paling mengganggu saya saat ini adalah:\n\nKepo tidak pada tempatnya\nSaya benci ini sih. Orang Indonesia kebiasaan pengen tahu urusan pribadi orang. Siapa pacarnya sekarang, kapan nikah, kapan punya anak, kapan punya anak lagi, kenapa punya anak terus, kenapa gak pake KB, kok jadi gembrot sekarang, dll. Tapi giliran melihat suami memukuli istri, ibu memukuli anak, tahu kakak memerkosa adik, bapak menyodomi anak, orang tua jual anaknya sendiri, curiga anak datang ke sekolah selalu kucel dan memar-memar, ibu tidak pernah kumpul dengan ibu-ibu sekitar karena wajahnya bengkak-bengkak terus, tiba-tiba semua jadi suci “Itu urusan rumah tangga orang.” Kan bangs*t.\n\n2. Patriarki yang tidak dipertanyakan\n\nSoal ini saya tidak tahu harus mulai dari mana. Budaya patriarki hampir absolut sudah begitu mendarah daging di warga Indonesia, mungkin juga di negara-negara lain. Tetapi saya rasa Indonesia masih cukup parah.\n\nSeperti yang pernah saya tuliskan dalam artikel saya di Kompasiana: Selubung Mahar Pembelian Pengantin, saya merasa budaya patriarki di negara kita sudah terlalu dianggap wajar. Saya bukan pembenci budaya, budaya adalah bukti peradaban suatu bangsa tetapi yang saya benci adalah tidak adanya orang yang mempertanyakan “Apakah budaya seperti ini masih relevan untuk dilanjutkan?”\n\nBicara soal ini bisa panjang lebar sampai semrawut. Intinya saat ini masyarakat Indonesia masih terbelenggu oleh budaya yang sangat diskriminatif ini. Laki-laki diwajarkan merasa lebih tinggi dari perempuan, perempuan diwajarkan merasa lebih rendah daripada laki-laki. Akibat paling parahnya, laki-laki merasa berhak menjadikan perempuan sebagai objek dan perempuan merasa layak diperlakukan demikian.\n\nSaya tidak tahu apa penyebabnya, saya rasa bukan rendahnya edukasi, juga bukan kemiskinan. Karena laki-laki tidak sekolah dengan yang S3, yang tinggal di kolong jembatan dengan yang rumahnya mewah bisa sama bejatnya. Perempuan tidak sekolah dengan yang S3, yang tinggal di rumah bedeng dengan apartemen mewah juga bisa sama ketakutannya dan sama tidak berani melawannya kalau dicatcall di pinggir jalan. Bahkan ada seorang teman saya, perempuan pebisnis sukses bahkan tidak menganggap catcall sebagai pelecehan, saking biasanya catcall dilakukan. Dan satu lagi sahabat laki-laki yang adalah seorang dokter spesialis, tidak merasa bahwa pemaksaan hubungan seksual dalam pernikahan sebagai sesuatu yang salah, sebagai pemerkosaan.\n\nDan yang paling membuat saya jengkel tentang hal ini adalah karena saya juga masih selalu masuk dalam perangkap yang sama. Saya masih sering berpikir dan berkelakuan patriarkis, saya menganggap laki-laki harus menopang hidup saya, saya tidak berani melawan bila ada yang melecehkan saya, saya merasa perempuan harus bersikap begini begitu supaya tidak dinilai salah oleh laki-laki, saya merasa laki-laki harus selalu melindungi perempuan, dll.\n\nYah mungkin sekarang sudah mulai ada gerakan-gerakan untuk memperjuangkan kesetaraan tapi masih sangat minor dan sulit sekali berkembang karena banyak ditentang, sekali lagi karena budaya patriarki yang terlalu kental."
"Apa bagian dari budaya masyarakat Indonesia yang tidak kamu sukai?","Ada banyak hal. Mohon dipahami sebelum Anda baca tulisan saya sampai selesai. Kebudayaan manapun adalah kebudayaan buatan manusia yang ada kelemahan dan kekuatan masing-masing. Tidak ada budaya yang 100% sempurna, dan tidak ada budaya yang 100% salah. Tulisan saya tidak bermaksud untuk melecehkan budaya yang juga saya jalani.\n\nKeburukan budaya Indonesia yang saya tidak suka adalah:\n\nBudaya follower (jadi pengikut). Coba perhatikan suatu kawasan pasar. Kalau ada yang jualan baju dan laku, maka sebentar di lokasi yang sama akan menjamur toko-toko lain yang juga menjual baju. Bahkan sebelah bersebelahan tetap menjual produk yang sama. Orang Indonesia suka berpikir praktis melakukan sesuatu yang menurut opini publik berhasil. Kalau di lokasi itu yang behasil adalah perdagangan suku cadang, maka semua orang-orang disekitarnya juga buka toko suku cadang.\nBudaya meminta harga teman. Ketika kita memiliki seorang teman yang bergerak di suatu bidang bisnis, ketika seseorang akan membeli produk/jasanya, akan mengharapkan harga khusus yang lebih rendah dari pada umumnya yang dikenal sebagai “harga teman”. Padahal sebagai seorang teman, sepantasnya kita membeli dengan harga penuh supaya mendukung bisnis teman kita semakin maju. Apabila teman kita itu memberikan kita privilege berupa harga yang lebih rendah yang dikenal sebagai harga teman, maka sebenarnya itu adalah hak sang penjual untuk memberikan, bukan hak pembeli untuk meminta.\nPercaya apa kata teman daripada organisasi yang sah. Ambil contoh: mengisi formulir untuk membayar SPT tahunan untuk bayar pajak, dan tidak mengerti caranya. Di Indonesia, seseorang lebih memilih untuk bertanya kepada seorang teman yang dianggap mengerti daripada datang ke kantor pajak untuk konsultasi dengan petugas yang memang sudah dididik tentang hal itu. Meskipun temannya itu bukan orang yang kompeten di bidang itu. Hal ini begitu mendalam dan mengakar. Bahkan begitu dalamnya hingga saya pernah mendengar pertanyaan seperti ini, “dok, kalau masuk angin, teman saya juga biasanya dikerok pasti sembuh. Masa dokter kasih saya obat-obat seperti ini tapi nggak kasih nasehat terapi supaya dikerok? Bapak kan dokter, masa kerokan aja nggak tau?” (Jadi sebelum konsultasi dengan dokter, sang pasien sudah datang dengan senjata lengkap: dia sudah tau gejalanya apa, diagnosa nya apa, dan tetapinya bagaimana. Sang pasien dengan bangga merasa bahwa lebih tahu daripada dokter karena sudah dinasehati temannya).\nBudaya calo. Apapun profesionalisme seseorang di Indonesia, apalagi kalau pengangguran, seseorang mendadak bisa menjadi super mega mall yang menjual lengkap segala sesuatu, dari keperluan rumah tangga hingga property gedung berharga trilliunan. “Saya lagi cari rumah nih, ada punya temen yang mau jual rumah?” Jawab, “ADA!!”. “Ini ada tender pengadaan barang dari pemkot nih, mau ikut?” Jawab, “SINI!!”. “Ini ada yang butuh paket tour ke bandung, ada kenalan travel?” Jawab, “Sini sama saya aja yang atur.” Ini ada orderan katering buat anak sekolah nih, ada yang bisa bantu?” Jawab, “Saya bisa!”. Jadi seseorang bisa segalanya, dari agen property, procurement, catering, hingga travel agent. Palu gada: Apa lo mau gue ada.\nBudaya gratisan. Orang Indonesia senang sekali namanya dikasih gratis. Nggak gratis aja minta gratisan. Makanya banyak sekali penipuan yang memanfaatkan fitur gratisan. Sekalipun kedok penipuannya begitu buruk dan tidak terorganisir, tetap saja ada korban karena buta oleh iming-iming “gratis”."
"Apa bagian dari budaya masyarakat Indonesia yang tidak kamu sukai?","Bangun tenda acara di jalan.\n\nSerius dari dulu saya paling gak suka sama budaya ini. Ada banyak orang yang membela tindakan ini dengan alasan:\n\nGak ada tempat untuk didirikan tenda selain jalan di depan rumah. Gak punya duit buat sewa tempat.\n""Ya ngertiin lah, kalau keluarganya lagi duka gimana? Mana bisa mereka pusing mikirin harus sewa tempat lain.""\nMenurut saya, budaya ini gak ada unsur budaya sama sekali, malahan ini tentang regulasi hukum yang gak baik di Indonesia.\n\nCoba bayangkan deh kalau jalan ditutup, kalau kita pakai alasan duka, memangnya orang lain yang bakal lewat di jalan situ semuanya harus ikut berduka? Gimana kalau ternyata ada orang lagi sekarat di dalam mobil, dan kepaksa banget harus lewat disitu? Atau gimana kalau seseorang lagi terburu-buru dengan pekerjaannya, tapi malah harus dipaksa mengalah karena acara orang lain yang gak ada hubungannya sama dia?\n\nJalan itu harusnya akses nomor satu masyarakat untuk bepergian. Dan perannya ini termasuk penting, karena berhubungan dengan konektivitas dan produktivitas masyarakat. Gimana negara kita mau maju kalau hal seperti ini saja gak bisa dimengerti oleh sebagian masyarakat dan penegak hukum?"
"Apa bagian dari budaya masyarakat Indonesia yang tidak kamu sukai?","Acara resepsi yang meriah.\n\nBukan tidak suka sih, tapi sebagai orang yang berasal dari kota kecil, saya sebenarnya kurang sepakat dengan template acara pernikahan yang ada selama ini. Di kampung saya (dan mungkin di banyak tempat di Indonesia), acara pernikahan masih menekankan prinsip quantity over quality. Artinya, seolah ada aturan tak tertulis bahwa kita harus mengundang sebanyak mungkin orang, termasuk yang bahkan tidak kita kenal. Meskipun acaranya tidak perlu mewah, yang penting ramai dan menjangkau banyak pihak. \n\nMungkin kalau di kota-kota besar, beberapa orang sudah menerima konsep intimate wedding. Tapi di tempat saya, konsep ini masih dianggap aneh dan berpotensi menimbulkan prasangka, contohnya seperti adanya kesulitan finansial, orangnya pelit, atau bahkan ada hal yang ditutupi keluarga mempelai seperti MBA (bukan Master of Business Administration, ya hahaha). Keputusan untuk hanya mengundang kerabat dekat akan dipertanyakan, apalagi jika orang tersebut mampu secara finansial untuk mengadakan pesta yang meriah.\n\nPadahal, menurut saya simpelnya, tiap orang berhak punya preferensi tentang bagaimana momen penting seperti pernikahan dirayakan. Saya sendiri, meski belum menikah, tertarik dengan konsep intimate wedding karena introvert friendly, pengalaman pernikahan yang lebih personal, dan bisa fokus pada kualitas acara. Bagi saya pribadi, kenyamanan dan makna dalam acara lebih penting daripada mengikuti ekspektasi sosial.\n\nNamun, saya juga memahami bahwa keluarga besar saya sangat menjunjung tinggi nilai-nilai budaya setempat. Bagi mereka, pernikahan bukan hanya tentang dua individu, tapi juga merupakan ajang silaturahmi dan kesempatan untuk memperkenalkan calon pasangan kepada masyarakat luas. Karena itu, saya memilih untuk tidak terlalu memperdebatkannya. Lagi pula, selagi masih ada nilai positif yang masih bisa saya hargai, tidak masalah untuk dijadikan opsi.\n\nMisalnya, semangat gotong royong dari para tetangga yang membantu dalam persiapan acara yang hangat dan penuh kebersamaan. Selain itu, meskipun undangan bisa sangat banyak, tidak ada tekanan untuk membuat acaranya mewah. Mungkin ini menjadi salah satu cara saya untuk bisa mewariskan identitas budaya dan nilai-nilai kebersamaan yang sudah mengakar di daerah setempat."
"Apa bagian dari budaya masyarakat Indonesia yang tidak kamu sukai?","menutup jalan dengan terop / payon / tenda hajatan. \n\nsaya sering menemui hal yang seperti ini dan menurut saya, ini egois. memang benar sudah ijin rt / rw / kecamatan / kelurahan setempat. namun tetap saja, ini merugikan pengendara dan warga sekitar; apalagi bila diadakan di jalan utama.\n\nada istilah ""setelah besar"" di jawa (saya kurang paham nama istilahnya, mohon koreksinya) yang dalam satu bulan ini, banyak sekali orang menikah di bulan tersebut karena merupakan bulan baik (menurut islam dan menurut bulan jawa juga kalau tidak salah; sekali lagi mohon dikoreksi). kalau tidak salah setelah idul adha.\n\nsaat bulan pernikahan tersebut, banyak jalan yang ditutup karena ada acara pernikahan. bayangkan ketika jalan utama ditutup, lalu dialihkan ke jalan alternatif A dan ternyata jalan alternatif A ditutup, dan begitu seterusnya.\n\nsaya tidak bermaksud mendoakan atau membicarakan kebahagiaan mereka yang punya acara, namun menutup jalan utama untuk alasan pribadi apakah tidak terlalu keterlaluan?\n\n😔😔😔😔😔"
"Apa bagian dari budaya masyarakat Indonesia yang tidak kamu sukai?","ACARA TAHLILAN BAGI MUSLIM YG MENINGGAL.\n\nBukan tidak suka sih, lebih ke pengen menjabarkan saja gimana hecticnya pasca ada orang muslim meninggal dunia di kampung saya.\n\nDi hari meninggal, keluarga harus sedia uang untuk biaya menshalatkan jenazah, biasanya isi amplop nominal paling kecil tuh 25/30 ribu per orang, dan yg menshalatkan jenazah paling sedikit antara 15/20 orang, isi amplop imam berserta yg di anggap ""sesepuh"" kampung beda lagi, nominal paling kecil biasanya 100 ribu per amplop, yg di anggap imam/sesepuh kampung gak banyak sih, paling hanya 2 sampe 4 orang.\n\nSelesai menguburkan jenazah, keluarga kudu siap siap masak nasi, ayam dan sebagainya untuk jamuan tahlilan pertama, kalo dikampung saya namanya ""NYUSUR TANAH"", jamuannya berupa masakan ayam semur sama nasi aja, bahkan ke ceker, pala ayamnya pun di suguhkan untuk jamuan tahlil pertama.\n\nMalam kedua, keluarga almarhum kudu menyiapkan berbagai makanan seperti, gorengan lontong, kue kering/basah dan buah buahan untuk jamuan tahlil malam kedua.\n\nMalam ketiga, Keluarga almarhum kudu masak kembali, kali ini masak ayam, kentang, bihun, lalapan dsb, untuk di isi ke besek/plastik.\n\nMalam ke 4, 5. dan 6, jamuannya sama seperti jamuan tahlilan malam kedua.\n\nMalam ke 7, keluarga kudu kembali masak nasi, ayam, kentang, bihun, mie, telor rebus dan sebagainya, di tambah enggak harus sih, cuma kebanyakan tahlil malam ke 7 tuh plus jamuan seperti malam tahlil ke 4,5,6, ya.. ada kue kering/basah, buah buahan dsb.\n\nSelesai acara tahlil, keluarga almarhum kudu siap uang kembali, untuk membayar orang yg mengaji selama 7 malam, paling sedikit ada 4 sampe 6 orang yg mengaji, biaya per orang nominal paling kecilnya 300 ribu.\n\nBiaya tambahan, seperti harus selalu sedia kopi, susu, teh dan rokok pada setiap malam tahlil, dan sedia rokok tertentu untuk di khususkan pada orang yg mengaji setiap malam, (kalo orang bersangkutan merokok), rata rata perokok sih.\n\nSemuanya gak di tanggung seluruhnya oleh keluarga almarhum kok, wargapun ada sumbangsih nya, cuma kalo menguji persen persenan ya tetap saja keluarga almarhum yg menanggung persenan terbesarnya.\n\nBiasanya, sumbangsih dari warga, berupa kain kafan, berdu dus air mineral gelas, sumbangan uang seikhlasnya (uang shalawat) ketika warga datang untuk berduka cita pas dimana almarhum/mah meninggal dunia.\n\nAda pula uang sumbangan warga di hari menjelang malam tahlil ke 7, para pemuda berinsiatif keliling kampung meminta sumbangan ke setiap rumah warga, lalu hasilnya di berikan penuh pada keluarga almarhum.\n\nOh iya satu lagi, sumbangan berupa beras, bihun, mie, telor mentah oleh warga khusus ibu ibu ketika menjelang malam tahlil ke 3 dan tahlil ke 7, biasanya keluarga almarhum ngasih feedback berupa masakan sederhana yg sudah masak, di isi pada baskom yg di tutupi kain yg dibawa ibu ibu tsb.\n\nAda lagi, ini terkhusus bagi keluarga almarhum yg mau atau mampu saja, mereka biasanya mengadakan acara selametan lagi di setiap malam jum'at sampe 40 hari meninggalnya almarhum, dan nanti di lanjut lagi selametan di hari ke 100 (""NATUS""), puncaknya ""HAOL/HAOLAN"", setahun sekali selametan untuk almarhum/mah.\n\nUntuk yg setiap malam jum'at jamuanya berupa kue basah/kering, gorengan, lontong buah buahan dan sebagainya.\n\nUntuk ke 40 hari (matang pulu), jamuannya nasi, ayam dan sebagainya, juga di tambah jamuan kue kue, buah dsb.\n\nUntuk perihal ke 100 (NATUS) dan haolan sama jamuannya seperti jamuan selametan 40 hari (matang pulu), tapi biasanya kalo haolan lebih meriah jamuannya.\n\nNah, sekian penjabaran hecticnya budaya ketika ada orang muslim meninggal dunia dikampung saya, untuk perihal suka tidak sukanya saya kembalikan pada anda yg membaca saja, silahkan jabarkan pendapat anda seperti apa. Terimakasih sudah membaca."
